pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,588,40,35,41219,44151,154,9,10,559.683955,529.264433,0.054351,180.004,1337,1
1,2,583,38,66,44526,43980,212,9,10,611.495621,577.494931,0.055603,180.008,1,1
1,3,583,66,64,44525,44598,264,9,10,706.927009,679.955623,0.038153,180.003,1,0
1,4,581,64,83,44598,38996,298,9,10,1084.118348,854.105327,0.212166,180.006,1,0
1,5,581,83,68,38996,44894,306,9,10,1368.392090,958.484245,0.299554,180.009,1,0
1,6,591,68,102,44894,44850,344,9,10,1510.098695,1230.911061,0.184880,180.007,1,0
1,7,593,102,25,44850,43468,258,9,10,1159.772722,1041.426794,0.102042,180.012,1,0
1,8,593,25,21,43468,34211,96,9,10,511.457269,435.354329,0.148796,180.002,2462,1
1,9,593,26,27,44185,38620,110,2,10,591.869869,591.843696,0.000044,31.701,2207,0
1,10,584,27,6,38620,39530,70,9,10,472.217457,442.427775,0.063085,180.002,48527,1
1,11,584,9,19,44318,44514,60,2,3,515.309188,515.309188,0.000000,2.019,1045,1
1,12,584,18,24,44459,25034,88,9,10,477.435278,401.663540,0.158706,180.003,2306,1
2,1,588,37,38,40844,43981,154,9,10,556.135108,525.185638,0.055651,180.008,2088,0
2,2,583,38,66,43981,44525,212,9,10,618.522797,565.248879,0.086131,180.010,1,0
2,7,593,102,20,44850,33494,248,9,10,1008.907853,867.455565,0.140203,180.007,1,0
2,8,593,20,26,33494,44185,96,9,10,511.457273,431.138735,0.157039,180.001,2367,0
2,9,593,26,24,44185,33832,104,2,10,574.910466,574.910466,0.000000,26.117,1839,0
2,10,584,24,10,33832,44373,72,9,10,459.514094,437.944570,0.046940,180.002,80858,0
2,11,584,10,19,44373,44310,62,2,4,476.074820,476.074820,0.000000,2.436,208,1
2,12,584,10,23,44696,25183,70,9,10,401.052424,336.594095,0.160723,180.004,67265,1
3,1,588,37,38,40844,43981,154,9,10,556.135108,525.185638,0.055651,180.003,2089,0
3,10,584,24,19,33832,43987,90,2,10,508.089944,508.089944,0.000000,126.321,34558,0
3,11,584,19,21,43987,24913,84,9,10,469.081991,397.672221,0.152233,180.002,4782,1
3,12,584,19,12,44497,44966,66,2,10,458.615464,458.615464,0.000000,2.996,1,1
4,1,588,37,38,40844,43981,154,9,10,556.135108,525.185638,0.055651,180.005,2089,0
4,10,584,24,21,33832,24403,94,9,10,419.499332,344.243418,0.179395,180.005,7138,0
4,11,584,21,11,24403,44586,68,9,10,379.049310,337.480144,0.109667,180.002,52151,1
4,12,584,21,20,24578,44877,86,9,10,456.367163,396.475646,0.131235,180.002,2335,1
5,1,588,37,38,40844,43981,154,9,10,556.135108,525.185638,0.055651,180.005,2089,0
5,10,584,24,11,33832,44411,74,9,10,409.597090,351.309562,0.142305,180.002,41584,0
5,11,584,11,21,44411,44879,68,2,2,463.341206,463.341206,0.000000,1.013,1,0
5,12,584,21,20,44879,24576,86,9,10,456.367193,396.881162,0.130347,180.003,3729,0
